"nome","nome-2","numero","digito","nome-3","id","nome-4"
"Banco do Brasil S.A.","Agência número 48 do banco Banco do Brasil S.A.",88442466,4,"Amália Vilaça",421,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 18 do banco Banco Santander (Brasil) S.A.",432446013,5,"Albino Seixas",422,"Débito"
"Banco do Brasil S.A.","Agência número 50 do banco Banco do Brasil S.A.",267909423,3,"Ramiro Viégas",423,"Débito"
"Banco do Brasil S.A.","Agência número 21 do banco Banco do Brasil S.A.",260070721,1,"Célia Rufino",424,"Débito"
"Caixa Econômica Federal","Agência número 54 do banco Caixa Econômica Federal",418125983,2,"Flamínia Valentín",425,"Débito"
"Caixa Econômica Federal","Agência número 46 do banco Caixa Econômica Federal",120862725,7,"Alberto Caneira",426,"Débito"
"Banco Bradesco S.A.","Agência número 19 do banco Banco Bradesco S.A.",294600697,0,"Bartolomeu Mendoza",427,"Débito"
"Banco do Brasil S.A.","Agência número 36 do banco Banco do Brasil S.A.",1943738,8,"Verónica Anlicoara",428,"Débito"
"Caixa Econômica Federal","Agência número 86 do banco Caixa Econômica Federal",273638774,5,"Maíra Canário",429,"Débito"
"Caixa Econômica Federal","Agência número 28 do banco Caixa Econômica Federal",107717060,1,"Morgana Ipiranga",430,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 4 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",81061872,8,"Alarico Pino",431,"Débito"
"Caixa Econômica Federal","Agência número 45 do banco Caixa Econômica Federal",98186070,6,"Frutuoso Neres",432,"Débito"
"Banco do Brasil S.A.","Agência número 42 do banco Banco do Brasil S.A.",385435512,4,"Guilherme Sacadura",433,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 25 do banco Banco Santander (Brasil) S.A.",178985163,4,"Délia Valladares",434,"Débito"
"Caixa Econômica Federal","Agência número 78 do banco Caixa Econômica Federal",37430685,3,"Luís Rivas",435,"Débito"
"Caixa Econômica Federal","Agência número 59 do banco Caixa Econômica Federal",385733919,6,"Nicolau Barcellos",436,"Débito"
"Banco do Brasil S.A.","Agência número 43 do banco Banco do Brasil S.A.",19183183,7,"Armanda Malheiro",437,"Débito"
"Banco Bradesco S.A.","Agência número 6 do banco Banco Bradesco S.A.",68545428,5,"Veríssimo Sobreira",438,"Débito"
"Caixa Econômica Federal","Agência número 26 do banco Caixa Econômica Federal",209234587,8,"Daniel Alcántara",439,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 9 do banco Banco Santander (Brasil) S.A.",52668425,5,"Ildefonso Castellano",440,"Débito"
"Banco do Brasil S.A.","Agência número 25 do banco Banco do Brasil S.A.",293238749,6,"Teodorico Castelão",441,"Débito"
"Caixa Econômica Federal","Agência número 7 do banco Caixa Econômica Federal",103691016,8,"Gabriela Anjos",442,"Débito"
"Caixa Econômica Federal","Agência número 64 do banco Caixa Econômica Federal",278129049,7,"Milu Loureiro",443,"Débito"
"Banco do Brasil S.A.","Agência número 31 do banco Banco do Brasil S.A.",162401264,7,"Salvador Dias",444,"Débito"
"Banco Itaú S.A.","Agência número 29 do banco Banco Itaú S.A.",15769960,4,"Ubirajara Siqueira",445,"Débito"
"Banco do Brasil S.A.","Agência número 10 do banco Banco do Brasil S.A.",11718435,5,"Boaventura Ataí",446,"Débito"
"Caixa Econômica Federal","Agência número 50 do banco Caixa Econômica Federal",44895790,7,"Elvira Vidal",447,"Débito"
"Banco do Brasil S.A.","Agência número 23 do banco Banco do Brasil S.A.",431262421,3,"Aarão Valentín",448,"Débito"
"Citibank N.A.","Agência número 11 do banco Citibank N.A.",373602010,6,"Quirina Colares",449,"Débito"
"Caixa Econômica Federal","Agência número 60 do banco Caixa Econômica Federal",360009812,8,"Políbio Campelo",450,"Débito"
"Banco Panamericano S.A.","Agência número 3 do banco Banco Panamericano S.A.",249749655,5,"Angélico Aragón",451,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 4 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",281620715,3,"Emílio Morais",452,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 20 do banco Banco Santander (Brasil) S.A.",147450401,4,"Mateus Gómez",453,"Débito"
"Banco Itaú S.A.","Agência número 35 do banco Banco Itaú S.A.",359147377,3,"Melinda Carvalhal",454,"Débito"
"Banco do Brasil S.A.","Agência número 19 do banco Banco do Brasil S.A.",288218636,5,"Ivete Pardo",455,"Débito"
"Banco Votorantim S.A.","Agência número 6 do banco Banco Votorantim S.A.",423138683,5,"Jerónimo, Jerônimo Cantanhede",456,"Débito"
"Caixa Econômica Federal","Agência número 97 do banco Caixa Econômica Federal",370200553,7,"Cristiana Téllez",457,"Débito"
"Caixa Econômica Federal","Agência número 95 do banco Caixa Econômica Federal",292608330,5,"Janaína Collares",458,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 5 do banco Banco Santander (Brasil) S.A.",246783691,6,"Heriberto Murtinho",459,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 13 do banco Banco Santander (Brasil) S.A.",391415384,0,"Corina Uchoa",460,"Débito"
"Citibank N.A.","Agência número 8 do banco Citibank N.A.",71822855,0,"Eloi Casqueira",461,"Débito"
"Banco Bradesco S.A.","Agência número 8 do banco Banco Bradesco S.A.",291653525,8,"Elvira Guimarães",462,"Débito"
"Caixa Econômica Federal","Agência número 72 do banco Caixa Econômica Federal",31879157,7,"Gaudêncio Diniz",463,"Débito"
"Banco do Brasil S.A.","Agência número 43 do banco Banco do Brasil S.A.",141446647,6,"Estêvão Mattos",464,"Débito"
"Banco Panamericano S.A.","Agência número 4 do banco Banco Panamericano S.A.",203580474,6,"Benedita Portugal",465,"Débito"
"Caixa Econômica Federal","Agência número 83 do banco Caixa Econômica Federal",78037356,2,"Zacarias Varela",466,"Débito"
"Caixa Econômica Federal","Agência número 80 do banco Caixa Econômica Federal",342928300,2,"Natividade Maior",467,"Débito"
"Caixa Econômica Federal","Agência número 41 do banco Caixa Econômica Federal",372887850,4,"Hermenegildo Sosa",468,"Débito"
"Citibank N.A.","Agência número 8 do banco Citibank N.A.",145805591,2,"Alceste Felgueiras",469,"Débito"
"Caixa Econômica Federal","Agência número 51 do banco Caixa Econômica Federal",390258408,6,"Caím Quintão",470,"Débito"
"Caixa Econômica Federal","Agência número 93 do banco Caixa Econômica Federal",26894291,6,"Lineu Abasto",471,"Débito"
"Banco Itaú S.A.","Agência número 1 do banco Banco Itaú S.A.",251144344,3,"Zuleica Valentim",472,"Débito"
"Banco Itaú S.A.","Agência número 22 do banco Banco Itaú S.A.",321020135,5,"Xavier Ornellas",473,"Débito"
"Caixa Econômica Federal","Agência número 89 do banco Caixa Econômica Federal",392611601,1,"Ovídio Azenha",474,"Débito"
"Banco do Brasil S.A.","Agência número 5 do banco Banco do Brasil S.A.",225616342,3,"Talita Grillo",475,"Débito"
"Caixa Econômica Federal","Agência número 2 do banco Caixa Econômica Federal",10676972,4,"Rudi Coelho",476,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 11 do banco Banco Santander (Brasil) S.A.",215478290,0,"Amandio Castillo",477,"Débito"
"Banco Bradesco S.A.","Agência número 2 do banco Banco Bradesco S.A.",304599744,5,"Alexandre Lancastre",478,"Débito"
"Banco do Brasil S.A.","Agência número 41 do banco Banco do Brasil S.A.",110763269,6,"Beatriz Pari",479,"Débito"
"Caixa Econômica Federal","Agência número 11 do banco Caixa Econômica Federal",7374585,5,"Ilídio Carmona",480,"Débito"
"Caixa Econômica Federal","Agência número 94 do banco Caixa Econômica Federal",119535816,0,"Milu Loureiro",481,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 16 do banco Banco Santander (Brasil) S.A.",348964389,5,"Romão Collares",482,"Débito"
"Banco Votorantim S.A.","Agência número 7 do banco Banco Votorantim S.A.",375479909,2,"Nestor Castelbranco",483,"Débito"
"Caixa Econômica Federal","Agência número 34 do banco Caixa Econômica Federal",358212114,6,"Almor Camello",484,"Débito"
"Caixa Econômica Federal","Agência número 73 do banco Caixa Econômica Federal",239350397,1,"Sebastião Guimaraes",485,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 11 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",336371340,0,"Odete Carvajal",486,"Débito"
"Caixa Econômica Federal","Agência número 4 do banco Caixa Econômica Federal",348850672,0,"Artur Olaio",487,"Débito"
"Caixa Econômica Federal","Agência número 2 do banco Caixa Econômica Federal",19174386,8,"Timóteo Doutel",488,"Débito"
"Banco Bradesco S.A.","Agência número 2 do banco Banco Bradesco S.A.",16015656,0,"Luísa Gonçalves",489,"Débito"
"Citibank N.A.","Agência número 13 do banco Citibank N.A.",239033258,0,"Diógenes Pimienta",490,"Débito"
"Banco do Brasil S.A.","Agência número 22 do banco Banco do Brasil S.A.",427367751,7,"Sonás Ríos",491,"Débito"
"Banco do Brasil S.A.","Agência número 36 do banco Banco do Brasil S.A.",254359402,7,"Xavier Ornellas",492,"Débito"
"Banco Bradesco S.A.","Agência número 27 do banco Banco Bradesco S.A.",152607205,4,"Tobias Bacelar",493,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 6 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",74138712,7,"Ximena Calheiros",494,"Débito"
"Banco Itaú S.A.","Agência número 25 do banco Banco Itaú S.A.",219131727,3,"Odete Taborda",495,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 2 do banco Banco Santander (Brasil) S.A.",369267539,0,"Zubaida Barreto",496,"Débito"
"Caixa Econômica Federal","Agência número 94 do banco Caixa Econômica Federal",94715990,6,"Flávio Villas Boas",497,"Débito"
"Caixa Econômica Federal","Agência número 74 do banco Caixa Econômica Federal",196779169,8,"Raquel Guzmán",498,"Débito"
"Banco do Brasil S.A.","Agência número 43 do banco Banco do Brasil S.A.",51824800,2,"Manuel Souto",499,"Débito"
"Banco Bradesco S.A.","Agência número 8 do banco Banco Bradesco S.A.",29358466,0,"Sandra Silveira",500,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 20 do banco Banco Santander (Brasil) S.A.",334808963,7,"Bernardete Casquero",501,"Débito"
"Caixa Econômica Federal","Agência número 99 do banco Caixa Econômica Federal",272266794,3,"Angélico Santana",502,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 16 do banco Banco Santander (Brasil) S.A.",374955132,8,"Edgar Gallindo",503,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 11 do banco Banco Santander (Brasil) S.A.",291972848,4,"Mónica Fialho",504,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 22 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",307348526,2,"Milu Carvalheira",505,"Débito"
"Banco do Brasil S.A.","Agência número 20 do banco Banco do Brasil S.A.",133151725,5,"Roberta Guerrero",506,"Débito"
"Caixa Econômica Federal","Agência número 15 do banco Caixa Econômica Federal",25338387,5,"Marcos Travassos",507,"Débito"
"Banco Itaú S.A.","Agência número 17 do banco Banco Itaú S.A.",284146067,6,"Rômulo   Piñero",508,"Débito"
"Banco Itaú S.A.","Agência número 9 do banco Banco Itaú S.A.",109042865,5,"Solano Alvim",509,"Débito"
"Caixa Econômica Federal","Agência número 39 do banco Caixa Econômica Federal",339694786,1,"Ubiratã Camello",510,"Débito"
"Banco do Brasil S.A.","Agência número 18 do banco Banco do Brasil S.A.",146124300,0,"Zidane Faro",511,"Débito"
"Banco Bradesco S.A.","Agência número 5 do banco Banco Bradesco S.A.",333716289,1,"Alípio Canela",512,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 15 do banco Banco Santander (Brasil) S.A.",295186051,0,"Renan Grande",513,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 11 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",383975196,8,"Teresina Cervera",514,"Débito"
"Caixa Econômica Federal","Agência número 59 do banco Caixa Econômica Federal",384760621,4,"Astolfo Telles",515,"Débito"
"Caixa Econômica Federal","Agência número 82 do banco Caixa Econômica Federal",111676611,2,"Filipe Quental",516,"Débito"
"Caixa Econômica Federal","Agência número 96 do banco Caixa Econômica Federal",138946166,1,"Suniário Souto",517,"Débito"
"Banco Bradesco S.A.","Agência número 3 do banco Banco Bradesco S.A.",215637901,0,"Casimiro Granjeia",518,"Débito"
"Banco Itaú S.A.","Agência número 8 do banco Banco Itaú S.A.",240285900,7,"Ximeno Valentín",519,"Débito"
"Caixa Econômica Federal","Agência número 94 do banco Caixa Econômica Federal",26116054,4,"Débora Quaresma",520,"Débito"
"Banco do Brasil S.A.","Agência número 4 do banco Banco do Brasil S.A.",11857381,6,"Vanda Barbosa",521,"Débito"
"Banco Votorantim S.A.","Agência número 5 do banco Banco Votorantim S.A.",60980709,5,"Fernanda Cantanhede",522,"Débito"
"Banco Itaú S.A.","Agência número 12 do banco Banco Itaú S.A.",424343051,0,"Carine Beserril",523,"Débito"
"Banco do Brasil S.A.","Agência número 9 do banco Banco do Brasil S.A.",402464325,6,"Selma Rúa",524,"Débito"
"Banco do Brasil S.A.","Agência número 36 do banco Banco do Brasil S.A.",170063359,2,"Romão Collares",525,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 13 do banco Banco Santander (Brasil) S.A.",53087598,4,"Minervina Leal",526,"Débito"
"Banco Itaú S.A.","Agência número 4 do banco Banco Itaú S.A.",276108961,3,"Maura Capanema",527,"Débito"
"Caixa Econômica Federal","Agência número 83 do banco Caixa Econômica Federal",51673812,6,"Timóteo Doutel",528,"Débito"
"Banco Itaú S.A.","Agência número 28 do banco Banco Itaú S.A.",280523875,6,"Denise Bogalho",529,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 6 do banco Banco Santander (Brasil) S.A.",181371673,7,"Ricardina Fuentes",530,"Débito"
"Caixa Econômica Federal","Agência número 31 do banco Caixa Econômica Federal",176000826,7,"Anita Alcaide",531,"Débito"
"Caixa Econômica Federal","Agência número 3 do banco Caixa Econômica Federal",239890161,3,"Virgílio Alencar",532,"Débito"
"Banco do Brasil S.A.","Agência número 26 do banco Banco do Brasil S.A.",93598696,7,"Liedson Dias",533,"Débito"
"Caixa Econômica Federal","Agência número 67 do banco Caixa Econômica Federal",258044064,4,"Filena Blanco",534,"Débito"
"Caixa Econômica Federal","Agência número 57 do banco Caixa Econômica Federal",383463676,0,"Sara Ferrón",535,"Débito"
"Citibank N.A.","Agência número 12 do banco Citibank N.A.",53696318,6,"Alda Benavides",536,"Débito"
"Caixa Econômica Federal","Agência número 58 do banco Caixa Econômica Federal",106703716,7,"Belchior Tomé",537,"Débito"
"Caixa Econômica Federal","Agência número 89 do banco Caixa Econômica Federal",148739669,5,"Florêncio Palmeira",538,"Débito"
"Banco do Brasil S.A.","Agência número 20 do banco Banco do Brasil S.A.",271352669,7,"Burtira Franca",539,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 29 do banco Banco Santander (Brasil) S.A.",267312285,4,"Ivete Pardo",540,"Débito"
"Banco Itaú S.A.","Agência número 35 do banco Banco Itaú S.A.",357719152,2,"Eládio Ferrão",541,"Débito"
"Citibank N.A.","Agência número 12 do banco Citibank N.A.",188340066,0,"Tibúrcio Soeiro",542,"Débito"
"Caixa Econômica Federal","Agência número 42 do banco Caixa Econômica Federal",325666566,1,"Floripes Gouveia",543,"Débito"
"Banco Itaú S.A.","Agência número 1 do banco Banco Itaú S.A.",430754320,4,"Ítalo Caires",544,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 2 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",296732505,5,"Elias Cunha",545,"Débito"
"Banco do Brasil S.A.","Agência número 5 do banco Banco do Brasil S.A.",371047745,5,"Elba Simão",546,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 8 do banco Banco Santander (Brasil) S.A.",123157329,3,"Artur Portella",547,"Débito"
"Banco do Brasil S.A.","Agência número 46 do banco Banco do Brasil S.A.",193473237,0,"Cauê Caetano",548,"Débito"
"Caixa Econômica Federal","Agência número 66 do banco Caixa Econômica Federal",282349288,4,"Armando Valle",549,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 2 do banco Banco Santander (Brasil) S.A.",152303325,3,"Mileide Semedo",550,"Débito"
"Caixa Econômica Federal","Agência número 42 do banco Caixa Econômica Federal",72462928,6,"Ágata Carvalhaes",551,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 29 do banco Banco Santander (Brasil) S.A.",342936889,2,"Paraguaçu Carijó",552,"Débito"
"Caixa Econômica Federal","Agência número 38 do banco Caixa Econômica Federal",137080671,2,"Palmiro Neres",553,"Débito"
"Caixa Econômica Federal","Agência número 15 do banco Caixa Econômica Federal",101854984,2,"Guadalupe Albernaz",554,"Débito"
"Caixa Econômica Federal","Agência número 11 do banco Caixa Econômica Federal",242717839,5,"Esperança Quinterno",555,"Débito"
"Caixa Econômica Federal","Agência número 76 do banco Caixa Econômica Federal",177198655,5,"Salomão Carijó",556,"Débito"
"Banco Itaú S.A.","Agência número 3 do banco Banco Itaú S.A.",339616064,3,"Juçara Cabeça de Vaca",557,"Débito"
"Banco do Brasil S.A.","Agência número 38 do banco Banco do Brasil S.A.",14429544,3,"Alexandre Carneiro",558,"Débito"
"Caixa Econômica Federal","Agência número 12 do banco Caixa Econômica Federal",224859865,0,"Solano Alvim",559,"Débito"
"Caixa Econômica Federal","Agência número 75 do banco Caixa Econômica Federal",167859094,0,"Carlos Cairu",560,"Débito"
"Banco Itaú S.A.","Agência número 21 do banco Banco Itaú S.A.",414322296,5,"Tércio Quirós",561,"Débito"
"Banco Itaú S.A.","Agência número 7 do banco Banco Itaú S.A.",15822670,1,"Célia Alancastre",562,"Débito"
"Banco do Brasil S.A.","Agência número 23 do banco Banco do Brasil S.A.",22261025,8,"Gisela Caiado",563,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 21 do banco Banco Santander (Brasil) S.A.",212102682,8,"Augusta Prada",564,"Débito"
"Banco Itaú S.A.","Agência número 29 do banco Banco Itaú S.A.",366490642,2,"Otávio Regueira",565,"Débito"
"Banco Votorantim S.A.","Agência número 4 do banco Banco Votorantim S.A.",292888275,0,"Nídia Valerio",566,"Débito"
"Caixa Econômica Federal","Agência número 71 do banco Caixa Econômica Federal",332346818,0,"Ricardo Garcés",567,"Débito"
"Caixa Econômica Federal","Agência número 12 do banco Caixa Econômica Federal",203989772,8,"Alzira Semedo",568,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 16 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",357659616,8,"Godinho ou Godim Felgueiras",569,"Débito"
"Caixa Econômica Federal","Agência número 53 do banco Caixa Econômica Federal",359745287,4,"Ulrico Cysneiros",570,"Débito"
"Banco do Brasil S.A.","Agência número 47 do banco Banco do Brasil S.A.",352794091,5,"Tarrataca Thomé",571,"Débito"
"Banco Itaú S.A.","Agência número 5 do banco Banco Itaú S.A.",4342689,0,"Crispim Querino",572,"Débito"
"Banco do Brasil S.A.","Agência número 18 do banco Banco do Brasil S.A.",281590938,4,"Gabriela Sabala",573,"Débito"
"Citibank N.A.","Agência número 10 do banco Citibank N.A.",397364750,0,"Emílio Macena",574,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 24 do banco Banco Santander (Brasil) S.A.",323969502,4,"Tomé Cezimbra",575,"Débito"
"Caixa Econômica Federal","Agência número 38 do banco Caixa Econômica Federal",366304544,5,"Jamari Naves",576,"Débito"
"Banco Bradesco S.A.","Agência número 1 do banco Banco Bradesco S.A.",233342431,4,"Belchior Tomé",577,"Débito"
"Banco Bradesco S.A.","Agência número 16 do banco Banco Bradesco S.A.",87859333,3,"Célia Guerreiro",578,"Débito"
"Banco Bradesco S.A.","Agência número 14 do banco Banco Bradesco S.A.",352854329,3,"Teodorico Nazário",579,"Débito"
"Banco Panamericano S.A.","Agência número 3 do banco Banco Panamericano S.A.",428795214,8,"Laís Belchiorinho",580,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 1 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",253070359,2,"Renan Grande",581,"Débito"
"Banco Bradesco S.A.","Agência número 14 do banco Banco Bradesco S.A.",410502527,1,"Neusa Castella",582,"Débito"
"Banco Bradesco S.A.","Agência número 28 do banco Banco Bradesco S.A.",345939483,1,"Lázaro Veiga",583,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 23 do banco Banco Santander (Brasil) S.A.",385646699,4,"Jacinto Galvão",584,"Débito"
"Banco do Brasil S.A.","Agência número 13 do banco Banco do Brasil S.A.",363352649,6,"Hipólito Velasco",585,"Débito"
"Banco do Brasil S.A.","Agência número 49 do banco Banco do Brasil S.A.",364941217,4,"Leopoldina Varanda",586,"Débito"
"Caixa Econômica Federal","Agência número 34 do banco Caixa Econômica Federal",167691573,0,"Arnaldo Estrela",587,"Débito"
"Caixa Econômica Federal","Agência número 28 do banco Caixa Econômica Federal",404814467,0,"Rosalinda Damazio",588,"Débito"
"Caixa Econômica Federal","Agência número 47 do banco Caixa Econômica Federal",132822257,7,"Itiberê Márquez",589,"Débito"
"Caixa Econômica Federal","Agência número 83 do banco Caixa Econômica Federal",96295332,5,"Liana Espartero",590,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 10 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",98305027,8,"Rudá Blanco",591,"Débito"
"Caixa Econômica Federal","Agência número 42 do banco Caixa Econômica Federal",116265008,4,"Ruca Boaventura",592,"Débito"
"Caixa Econômica Federal","Agência número 71 do banco Caixa Econômica Federal",215743932,0,"Susana Noguera",593,"Débito"
"Caixa Econômica Federal","Agência número 66 do banco Caixa Econômica Federal",13854824,5,"Remo Avelar",594,"Débito"
"Banco do Brasil S.A.","Agência número 42 do banco Banco do Brasil S.A.",57155380,2,"Constantino Guimaraes",595,"Débito"
"Caixa Econômica Federal","Agência número 94 do banco Caixa Econômica Federal",290489730,3,"Polibe Rios",596,"Débito"
"Caixa Econômica Federal","Agência número 74 do banco Caixa Econômica Federal",377416799,7,"Noel Cipriano",597,"Débito"
"Banco do Brasil S.A.","Agência número 45 do banco Banco do Brasil S.A.",373891103,1,"Luciana Câmara",598,"Débito"
"Caixa Econômica Federal","Agência número 15 do banco Caixa Econômica Federal",227768696,8,"Vitória Picanço",599,"Débito"
"Banco do Brasil S.A.","Agência número 34 do banco Banco do Brasil S.A.",94832614,5,"Minervina Castelão",600,"Débito"
"Banco Itaú S.A.","Agência número 27 do banco Banco Itaú S.A.",332622562,7,"Frederica Freitas",601,"Débito"
"Banco do Brasil S.A.","Agência número 12 do banco Banco do Brasil S.A.",343925259,8,"Zulmira Toledo",602,"Débito"
"Caixa Econômica Federal","Agência número 32 do banco Caixa Econômica Federal",408421578,4,"Pascoal Teles",603,"Débito"
"Banco Votorantim S.A.","Agência número 1 do banco Banco Votorantim S.A.",172434281,2,"Eduardo Aguiar",604,"Débito"
"Caixa Econômica Federal","Agência número 92 do banco Caixa Econômica Federal",89644267,0,"Eduardo Rua",605,"Débito"
"Banco Bradesco S.A.","Agência número 8 do banco Banco Bradesco S.A.",179093455,3,"Damião Robalo",606,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 15 do banco Banco Santander (Brasil) S.A.",131039705,4,"Paraguaçu Louzada",607,"Débito"
"Banco do Brasil S.A.","Agência número 24 do banco Banco do Brasil S.A.",147091146,5,"Caetano Gentil",608,"Débito"
"Caixa Econômica Federal","Agência número 66 do banco Caixa Econômica Federal",71561595,5,"Clara Lameira",609,"Débito"
"Banco Bradesco S.A.","Agência número 5 do banco Banco Bradesco S.A.",986103,7,"Lavínia Higuera",610,"Débito"
"Banco do Brasil S.A.","Agência número 47 do banco Banco do Brasil S.A.",402884846,7,"Zita Caneira",611,"Débito"
"Caixa Econômica Federal","Agência número 57 do banco Caixa Econômica Federal",618414,1,"Tália Guedelha",612,"Débito"
"Caixa Econômica Federal","Agência número 39 do banco Caixa Econômica Federal",58862980,2,"Norberto Canadas",613,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 19 do banco Banco Santander (Brasil) S.A.",297332461,0,"Alarico Tibiriçá",614,"Débito"
"Caixa Econômica Federal","Agência número 79 do banco Caixa Econômica Federal",185944483,8,"Henrique Pinhal",615,"Débito"
"Caixa Econômica Federal","Agência número 72 do banco Caixa Econômica Federal",237416846,0,"Collin Capucho",616,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 5 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",109408088,5,"Dália Villégas",617,"Débito"
"Banco Itaú S.A.","Agência número 30 do banco Banco Itaú S.A.",424222306,8,"Susana Fragoso",618,"Débito"
"Caixa Econômica Federal","Agência número 79 do banco Caixa Econômica Federal",357292155,5,"Simone Nobre",619,"Débito"
"Banco Bradesco S.A.","Agência número 26 do banco Banco Bradesco S.A.",22728113,7,"Ítala Collares",620,"Débito"
"Caixa Econômica Federal","Agência número 52 do banco Caixa Econômica Federal",81050224,0,"Marli Gusmão",621,"Débito"
"Caixa Econômica Federal","Agência número 64 do banco Caixa Econômica Federal",21568237,3,"Julieta Negromonte",622,"Débito"
"Banco Itaú S.A.","Agência número 2 do banco Banco Itaú S.A.",305145937,8,"Doroteia Souza",623,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 8 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",123066776,5,"Valentina Bivar",624,"Débito"
"Caixa Econômica Federal","Agência número 33 do banco Caixa Econômica Federal",392493434,6,"Gilda Franca",625,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 12 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",238033050,3,"Daniela Rijo",626,"Débito"
"Caixa Econômica Federal","Agência número 60 do banco Caixa Econômica Federal",269892240,7,"Vanda Moita",627,"Débito"
"Banco Bradesco S.A.","Agência número 14 do banco Banco Bradesco S.A.",115584880,1,"Alda Benavides",628,"Débito"
"Banco Itaú S.A.","Agência número 13 do banco Banco Itaú S.A.",32823517,1,"Frederica Azevedo",629,"Débito"
"Caixa Econômica Federal","Agência número 7 do banco Caixa Econômica Federal",278629263,4,"Joaquina Aragão",630,"Débito"
"Banco Itaú S.A.","Agência número 16 do banco Banco Itaú S.A.",347866165,6,"Inês Carvalhais",631,"Débito"
"Citibank N.A.","Agência número 7 do banco Citibank N.A.",147843646,4,"Josias Viégas",632,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 22 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",199169029,0,"Márcia Caneira",633,"Débito"
"Caixa Econômica Federal","Agência número 11 do banco Caixa Econômica Federal",362325544,4,"Célia Rufino",634,"Débito"
"Citibank N.A.","Agência número 4 do banco Citibank N.A.",305267511,3,"Evandro Lobo",635,"Débito"
"Caixa Econômica Federal","Agência número 55 do banco Caixa Econômica Federal",161995280,8,"Lúcio Villégas",636,"Débito"
"Caixa Econômica Federal","Agência número 63 do banco Caixa Econômica Federal",419927856,3,"Tibúrcio Montero",637,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 1 do banco Banco Santander (Brasil) S.A.",394141331,1,"Gláucia Salguero",638,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 22 do banco Banco Santander (Brasil) S.A.",431731035,2,"Alcides Borba",639,"Débito"
"Caixa Econômica Federal","Agência número 96 do banco Caixa Econômica Federal",316578434,6,"Maíra Mourinho",640,"Débito"
"Banco do Brasil S.A.","Agência número 43 do banco Banco do Brasil S.A.",312081481,6,"Fabíola Belchior",641,"Débito"
"Citibank N.A.","Agência número 2 do banco Citibank N.A.",314912566,5,"Verónica Guedes",642,"Débito"
